word,reading,meaning,example,type,category_id
天才秀才,てんさいしゅうさい,優れた才能を持つこと,彼は天才秀才として知られている,四字熟語,3
徳高望重,とくこうぼうじゅう,徳が高く信望が厚いこと,徳高望重な長老として尊敬されている,四字熟語,10
独立自主,どくりつじしゅ,他に頼らず自分で決めること,独立自主の精神で国を治めた,四字熟語,12
熱血沸騰,ねっけつふっとう,血が沸き立つほど興奮すること,試合で熱血沸騰して応援した,四字熟語,1
発奮興起,はっぷんこうき,奮い立って興ること,発奮興起して新事業に取り組んだ,四字熟語,12
不言不語,ふげんふご,何も言わないこと,不言不語で真意を表した,四字熟語,2
文武両道,ぶんぶりょうどう,学問と武芸の両方に優れること,文武両道の人材として評価されている,四字熟語,3
勇壮活発,ゆうそうかっぱつ,勇ましく活発なこと,勇壮活発な青年として期待されている,四字熟語,12
理路整然,りろせいぜん,筋道が整っていること,理路整然とした説明で納得した,四字熟語,3
冷血動物,れいけつどうぶつ,冷たい血を持つ動物,爬虫類は冷血動物である,四字熟語,6
和光同塵,わこうどうじん,才能を隠して世俗に交わること,和光同塵で庶民の中に溶け込んだ,四字熟語,10
一夫当千,いっぷとうせん,一人で千人に匹敵する強さ,彼は一夫当千の勇士だ,四字熟語,12
一喜一憂,いっきいちゆう,喜んだり心配したりすること,株価の変動に一喜一憂している,四字熟語,7
一心不乱,いっしんふらん,一つのことに心を集中すること,一心不乱に勉強に取り組んだ,四字熟語,1
一日三秋,いちじつさんしゅう,一日が三年のように長く感じること,恋人を待つ一日三秋の思い,四字熟語,9
一刀両断,いっとうりょうだん,思い切りよく決断すること,問題を一刀両断で解決した,四字熟語,12
一網打尽,いちもうだじん,一度に全部捕らえること,詐欺グループを一網打尽にした,四字熟語,12
一意攻苦,いちいこうく,一つのことに集中して苦労すること,一意攻苦して技術を習得した,四字熟語,1
暗中模索,あんちゅうもさく,手探りで探すこと,解決策を暗中模索している,四字熟語,4
安心立命,あんしんりつめい,心が安らかで動じないこと,信仰によって安心立命を得た,四字熟語,8
医食同源,いしょくどうげん,医療と食事は源が同じであること,医食同源で健康を維持する,四字熟語,8
一日千秋,いちじつせんしゅう,一日が千年のように長く感じること,試験結果を待つ一日千秋の思い,四字熟語,5
一路順風,いちろじゅんぷう,旅路が順調であること,新生活が一路順風でありますように,四字熟語,4
因循姑息,いんじゅんこそく,決断力がなく一時しのぎであること,因循姑息な政策では解決しない,四字熟語,4
雲外蒼天,うんがいそうてん,困難を乗り越えれば希望が見えること,雲外蒼天の心境で頑張ろう,四字熟語,4
永続可能,えいぞくかのう,永続できること,永続可能な発展を目指している,四字熟語,15
円転滑脱,えんてんかつだつ,物事を巧みに処理すること,円転滑脱な交渉術で合意に至った,四字熟語,2
王道楽土,おうどうらくど,理想的な平和な国,王道楽土の実現を目指している,四字熟語,10
温故創新,おんこそうしん,古いものを学んで新しいものを創ること,温故創新の精神で技術開発に取り組む,四字熟語,15
解放感覚,かいほうかんかく,自由になった感覚,試験が終わって解放感覚を味わった,四字熟語,8
改過自新,かいかじしん,過ちを改めて新たになること,改過自新して真面目に働くことにした,四字熟語,15
格物致知,かくぶつちち,物事の理を究めて知識を得ること,格物致知の精神で研究に励む,四字熟語,3
家和万事,かわばんじ,家庭が和やかであれば全てうまくいくこと,家和万事成の教えを大切にしている,四字熟語,2
簡単明瞭,かんたんめいりょう,簡単で明らかなこと,説明が簡単明瞭で分かりやすい,四字熟語,3
起死回生,きしかいせい,絶望的な状況から立ち直ること,起死回生の策で会社を救った,四字熟語,4
奇想天外,きそうてんがい,思いもよらない奇抜な発想,奇想天外なアイデアで注目された,四字熟語,15
虚心平気,きょしんへいき,心に偏見がなく平静なこと,虚心平気に意見を聞いた,四字熟語,10
勤王尊皇,きんのうそんのう,天皇を敬い尊ぶこと,勤王尊皇の志士として活動した,四字熟語,10
苦心惨憺,くしんさんたん,非常に苦労すること,新製品開発に苦心惨憺した,四字熟語,1
空谷跫音,くうこくきょうおん,寂しい中に聞こえる足音,友人からの連絡は空谷跫音のようだった,四字熟語,2
群雄割拠,ぐんゆうかっきょ,多くの英雄が各地で勢力を争うこと,戦国時代は群雄割拠の世だった,四字熟語,4
見賢思斉,けんけんしせい,賢人を見て自分も同じようになろうと思うこと,見賢思斉の心で努力している,四字熟語,1
堅持不変,けんじふへん,しっかりと持ち続けて変わらないこと,信念を堅持不変で貫いた,四字熟語,12
言行一致,げんこういっち,言うことと行うことが一致すること,彼は言行一致の人として信頼されている,四字熟語,10
剛毅木訥,ごうきぼくとつ,意志が強く飾り気がないこと,剛毅木訥な人柄で親しまれている,四字熟語,10
五里霧中,ごりむちゅう,方向が分からず迷うこと,将来の進路で五里霧中の状態だ,四字熟語,4
座右銘座,ざゆうめいざ,常に心に留めておく言葉,その言葉を座右銘として生きている,四字熟語,10
三省吾身,さんせいごしん,一日に三度自分を反省すること,三省吾身で人格を磨いている,四字熟語,10
四面楚歌,しめんそか,周囲が敵ばかりで孤立すること,会議で四面楚歌の状況に陥った,四字熟語,2
自由自在,じゆうじざい,思うままに行うこと,彼は楽器を自由自在に演奏する,四字熟語,11
順序正然,じゅんじょせいぜん,順序が正しく整っていること,作業の順序正然で効率が上がった,四字熟語,1
純真無邪,じゅんしんむじゃ,純真で邪心がないこと,純真無邪な子どもの心を大切にしたい,四字熟語,9
情理並重,じょうりへいじゅう,感情と理性を両方重視すること,情理並重で判断を下した,四字熟語,10
静寂無音,せいじゃくむおん,静かで音がしないこと,深夜の静寂無音な時間を楽しむ,四字熟語,6
精励恪勤,せいれいかっきん,精を出して励み勤めること,精励恪勤で職務に専念した,四字熟語,1
清純可憐,せいじゅんかれん,清らかで純真で美しいこと,清純可憐な少女として描かれている,四字熟語,9
誠実勤勉,せいじつきんべん,誠実で勤勉なこと,誠実勤勉な社員として評価されている,四字熟語,1
千軍万馬,せんぐんばんば,多くの軍隊と馬,千軍万馬を率いて戦った,四字熟語,12
専心致志,せんしんちし,心を専一にして志に向かうこと,専心致志で目標達成に向かった,四字熟語,1
全力集中,ぜんりょくしゅうちゅう,全力で集中すること,試験に全力集中で取り組んだ,四字熟語,1
相思相慕,そうしそうぼ,互いに思い慕うこと,二人は相思相慕の仲である,四字熟語,9
速戦即決,そくせんそっけつ,短期間で勝負を決めること,速戦即決で問題を解決した,四字熟語,12
大胆精密,だいたんせいみつ,大胆でありながら精密なこと,大胆精密な計画で成功を収めた,四字熟語,12
探求究明,たんきゅうきゅうめい,探し求めて明らかにすること,真理の探求究明に努めた,四字熟語,3
団体精神,だんたいせいしん,団体を重視する精神,団体精神で協力し合った,四字熟語,13
知徳円満,ちとくえんまん,知恵と徳が円満なこと,知徳円満な人格者として慕われている,四字熟語,10
注意集中,ちゅういしゅうちゅう,注意を集中すること,運転中は注意集中が大切だ,四字熟語,1
忠君愛国,ちゅうくんあいこく,君主に忠義を尽くし国を愛すること,忠君愛国の精神で奉仕した,四字熟語,10
適材適所,てきざいてきしょ,その人に適した地位や職務に就かせること,適材適所の人事配置で効率が向上した,四字熟語,1
天下太平,てんかたいへい,世の中が平和なこと,天下太平な世の中を願っている,四字熟語,10
天才発想,てんさいはっそう,天才的な発想,天才発想でブレイクスルーを起こした,四字熟語,3
